Unnamed: 0,Judul,Isi Artikel,URL,narasi_hoax,word_count
630, Video “Penemuan Candi Wisnu di Bawah Laut Dekat Bali”,"Akun Facebook “Rajesh Daga” pada Jumat (9/5/2025) membagikanvideo[arsip] disertai narasi:
“*’Candi Vishnu:’* ditemukan di bawah air dekat Bali, Indonesia. Katanya berusia 5000+ Tahun. Penduduk setempat menyebut tempat menyelam skuba baru ini di “Pantai Pemuteran” sebagai *”Di bawah air Temple Garden, Bali. “””Banyak patung ditemukan di bawah air laut di sana. Apa yang menakjubkan, adalah pengerjaan yang rumit dan presisi dengan mana Patung-patung Agung dipahat. 5000+ tahun yang lalu! Memang Indonesia pasti pernah menjadi bagian dari Bharat, hingga naiknya permukaan laut memisahkan kita. Kedua episode era Ramayan & Mahabharat begitu terkenal & terpelihara, di sana. Tanah gunung sumeru. Benar-benar menakjubkan!”
Pemeriksaan Fakta
Dari pengamatan Tim Pemeriksa Fakta Mafindo (TurnBackHoax), isi video tidak terlihat realistis, salah satunya adanya api yang menyinari patung di dasar laut pada detik ke-41 hingga detik ke-47.
TurnBackHoax kemudian mengunduh video itu dan mengunggahnya ke alat pendeteksi AI dari Hive Moderation.Diketahui, video tersebut merupakan hasil rekayasa AI, kemungkinan atau probabilitasnya mencapai 96 persen.
Kesimpulan
Unggahan video disertai klaim “penemuan candi wisnu di bawah laut dekat Bali” merupakan konten palsu (fabricated content).
(Ditulis oleh Moch. Marcellodiansyah)",https://turnbackhoax.id/2025/06/16/salah-video-penemuan-candi-wisnu-di-bawah-laut-dekat-bali/,"Candi Vishnu:’ ditemukan di bawah air dekat Bali, Indonesia. Katanya berusia 5000+ Tahun. Penduduk setempat menyebut tempat menyelam skuba baru ini di “Pantai Pemuteran” sebagai *”Di bawah air Temple Garden, Bali. Banyak patung ditemukan di bawah air laut di sana. Apa yang menakjubkan, adalah pengerjaan yang rumit dan presisi dengan mana Patung-patung Agung dipahat. 5000+ tahun yang lalu! Memang Indonesia pasti pernah menjadi bagian dari Bharat, hingga naiknya permukaan laut memisahkan kita. Kedua episode era Ramayan & Mahabharat begitu terkenal & terpelihara, di sana. Tanah gunung sumeru. Benar-benar menakjubkan!",110
755, Akun Facebook Bupati Maros Chaidir Syam Jual Beli Jabatan,"Hasil periksa fakta Rahmah an.
Melalui akun Facebook pribadinya (https://www.facebook.com/aschaidirsyam) Chaidir Syam menjelaskan bahwa akun tersebut palsu.
KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN
===
SUMBER: Facebookhttps://archive.cob.web.id/archive/1695379366.259043/index.html
===NARASI:“…urus untuk mutasi pindah tugas ke SDN Amarang, kenaikan pangkat gol IV/a, serta posisi kepsek mu pk lin.
Untuk itu ikuti arahan petunjuk yg puang berikan. Sebagai langkah awal kirimkan FOTO SK III/d mu, untuk bahan administrasi proses.
Disegerakan Puang tunggu!”“penenntal on kepsek
pindah tugas, Cakep,Penyesuaian gol, tunjangan dan pelantikan, setorkan ke rek staf Puang.
Rek staf puang. 808401012620539 Bank BRI An Fitri Yaningsih”“lye…nanti sy bicarakan sama ibunya dulu di rumah Puang”“Ye baik. Di maksimalkan hari ini.
Sore ini akan dilakukan penetapan .”
===PENJELASAN:Beredar akun Facebook Bupati Maros Chaidir Syam. Akun tersebut menawarkan kenaikan jabatan kepada pengguna Facebook serta menawarkan donasi kepada tempat ibadah.
Chaidir Syam mengunggah tangkapan layar akun Facebook yang mengatasnamakan dirinya melalui akun Facebook pribadinya (https://www.facebook.com/aschaidirsyam), menegaskan bahwa akun Facebook tersebut palsu. Ia sudah melaporkannya kepada pihak berwajib dan mengimbau kepada masyarakat berhati-hati terhadap segala bentuk penipuan.
Berdasarkan penjelasan di atas akun Facebook mengatasnamakan Bupati Maros Chaidir Syam adalah palsu dan masuk kategori konten tiruan.
REFERENSI:https://makassar.tribunnews.com/2023/09/21/viral-akun-facebook-bupati-maros-jual-beli-jabatan-chaidir-syam-itu-akun-palsu
https://m.facebook.com/story.php?story_fbid=pfbid0gzCBmTWrhpFT2yA7C1PPjYVqUBeUi6BAduxA2QmYzYvGAFypqb5Fpju8p5SL267wl&id=100042208012269&mibextid=CDWPTG",https://turnbackhoax.id/2023/09/28/salah-akun-facebook-bupati-maros-chaidir-syam-jual-beli-jabatan/,"…urus untuk mutasi pindah tugas ke SDN Amarang, kenaikan pangkat gol IV/a, serta posisi kepsek mu pk lin. Untuk itu ikuti arahan petunjuk yg puang berikan. Sebagai langkah awal kirimkan FOTO SK III/d mu, untuk bahan administrasi proses. Disegerakan Puang tunggu!”“penenntal on kepsek pindah tugas, Cakep,Penyesuaian gol, tunjangan dan pelantikan, setorkan ke rek staf Puang. Rek staf puang. 808401012620539 Bank BRI An Fitri Yaningsih”“lye…nanti sy bicarakan sama ibunya dulu di rumah Puang”“Ye baik. Di maksimalkan hari ini. Sore ini akan dilakukan penetapan.",108
949, Tanah Tanpa Sertifikat Elektronik Bakal Jadi Milik Negara,"Akun Facebook “Nur Terbit” pada Kamis (6/2/2025) mengunggahvideo[arsip] disertai narasi:
“…Setelah pengaturan penyaluran GAS ELPIJI ukuran 3 kilogram yang membuat panik emak-emak, kini giliran pengaturan SERTIFIKAT TANAH yang akan membuat rempong kaum bapak-bapak.
Sesuai informasi yang terlanjur sudah meluas di media sosial itu, SERTIFIKAT TANAH versi kertas seperti berlaku selama ini, akan diganti oleh pemerintah dengan sertifikat versi digital, atau sertifikat tanah elektronik mulai tahun 2026.
Bagi yang tidak mengganti SERTIFIKAT TANAH-nya menjadi sertifikat elektronik yang dimulai berlaku Februari 2025 ini, maka surat tanah yang masih kertas (rinci, letter C) akan dimusnahkan pemerintah. Resikonya tanah yang semula milik masyarakat, akan diambilalih kepemilikannya oleh negara…”
Per Senin (17/02/2025), unggahan tersebut telah dilihat lebih dari 360 kali.
Pemeriksaan Fakta
Disadur dari artikel Cek Faktaantaranews.com
Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN) dalamInstagramresminya menyatakan narasi tersebut merupakan hoaks. Kementerian ATR/BPN menegaskan sertifikat lama atau sertifikat analog masih berlaku dan tidak akan ditarik.
Sebelumnya, Menteri ATR/Kepala BPN—yang saat itu dijabat oleh Agus Harimurti Yudhoyono (AHY)—mengatakan sertifikat elektronik merupakan bentuk transformasi layanan digital kepada masyarakat.
Kesimpulan
Unggahan berisi informasi ”tanah tanpa sertifikat elektronik bakal jadi milik negara“ merupakan konten dengan konteks yang salah (false context).
(Ditulis oleh Vania Astagina)",https://turnbackhoax.id/2025/02/17/salah-tanah-tanpa-sertifikat-elektronik-bakal-jadi-milik-negara/,"…Setelah pengaturan penyaluran GAS ELPIJI ukuran 3 kilogram yang membuat panik emak-emak, kini giliran pengaturan SERTIFIKAT TANAH yang akan membuat rempong kaum bapak-bapak. Sesuai informasi yang terlanjur sudah meluas di media sosial itu, SERTIFIKAT TANAH versi kertas seperti berlaku selama ini, akan diganti oleh pemerintah dengan sertifikat versi digital, atau sertifikat tanah elektronik mulai tahun 2026. Bagi yang tidak mengganti SERTIFIKAT TANAH-nya menjadi sertifikat elektronik yang dimulai berlaku Februari 2025 ini, maka surat tanah yang masih kertas (rinci, letter C) akan dimusnahkan pemerintah. Resikonya tanah yang semula milik masyarakat, akan diambilalih kepemilikannya oleh negara…",106
1003, Akun WhatsApp Sekda Kota Serang Nanang Saefudin Menawarkan Bantuan,"Hasil periksa fakta Rahmah an
PPID Kota Serang menjelaskan bahwa akun WhatsApp yang beredar bukan milik Sekda Kota Serang, Nanang Saefudin.
KATEGORI: IMPOSTER CONTENT/KONTEN TIRUAN
===SUMBER: WHATSAPP
===NARASI:“Iya pa benar, apa ada yg sy bantu ?”“Maksud dan tujuan saya menghubungi Bapak Hanya ingin berdonasi dana bantuan untuk … rehabilitasi, dan operasional masjid”“Dalam menyambut Bulan suci Ramadhan dari …”“Iya maaf bpk dr Lembaga atau perorangan?”“Saya Ir.Nanang Saefudin Sekretariat daerah kota serang”“Bantuan dana yang akan di salurkan hari ini masih bersifat pribadi”“O iya pa sektot, apa kira2 syarat utk mendapat bantuan”“Bisa di fotokan untuk kondisi Masjid bangunan masjid nya pak”“Iya pa kondisi masjid msh lumayan bagus”
===PENJELASAN:Beredar sebuah akun WhatsApp Sekda Kota Serang Nanang Saefudin dengan nomor 0838-9365-8076 menawarkan bantuan kepada salah satu masjid dalam rangka menyambut bulan Ramadhan.
Faktanya, akun WhatsApp tersebut palsu. PPID Kota Serang melalui akun Instagram resminya menjelaskan bahwa akun tersebut adalah modus penipuan yang mengatasnamakan Sekda Kota Serang, Nanang Saefudin. Pihaknya juga mengimbau agar masyarakat selalu waspada terhadap modus penipuan yang beredar di bulan Ramadhan.
Berdasar pada seluruh referensi, akun WhatsApp Sekda Kota Serang Nanang Saefudin dengan nomor 0838-9365-8076 adalah palsu. Akun tersebut masuk ke dalam kategori imposter content atau konten tiruan.
===REFERENSI:https://www.instagram.com/p/Cp-EvRUvjzr/?igshid=ZGY5ODdmOGM%3D",https://turnbackhoax.id/2023/03/26/salah-akun-whatsapp-sekda-kota-serang-menawarkan-bantuan/,"Iya pa benar, apa ada yg sy bantu ?”“Maksud dan tujuan saya menghubungi Bapak Hanya ingin berdonasi dana bantuan untuk … rehabilitasi, dan operasional masjid”“Dalam menyambut Bulan suci Ramadhan dari …”“Iya maaf bpk dr Lembaga atau perorangan?”“Saya Ir.Nanang Saefudin Sekretariat daerah kota serang”“Bantuan dana yang akan di salurkan hari ini masih bersifat pribadi”“O iya pa sektot, apa kira2 syarat utk mendapat bantuan”“Bisa di fotokan untuk kondisi Masjid bangunan masjid nya pak”“Iya pa kondisi masjid msh lumayan bagus",105
1316, AKUN WHATSAPP SEKDA BOGOR INGIN BERI BANTUAN PEMBANGUNAN MASJID,"Akun tersebut palsu. Pemkab Bogor telah melakukan klarifikasi perihal akun yang beredar melalui media sosial Instagram.
KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN
===
SUMBER: WHATSAPP
===
NARASI:
A: Saya Bapak Suryanto Putra Selaku Sekretaris Daerah Kabupaten Bogor PakB: Iya pak ada yang bisa saya bantuA: Maksud Dan Tujuan Saya Menghubungi Bapak Hanya Ingin Berdonasi Untuk Pembangunan Masjid RisB: Iya boleh bapakA: Alhamdulilah Pak Semoga Bermanfaat Dan Menjadi Amal Jariyah Kita Semua NyaUntuk Proposan Dan Nomor Rekening Lembaga Nya Apakah Sudah Ada PakB: Ada pak,maaf boleh saya tau bapak dapat info dari mana yaA: Dari Kantor Kesra PakB: Baik bapak nanti saya bantu infokan nomer rekening dan proposalnya yaA: Baik PakUntuk Proposal Nya Apakah Sudah Di Buatkan Dalam Bentuk PDF File Pak
===Disadur dari Instagram Pemkab Bogor.PENJELASAN: Beredar akun WhatsApp yang mencatut nama PJ Sekretaris Daerah Kota Bogor, Suryanto Putra dengan nomor 0889-8940-4003. Akun tersebut diketahui menggunakan nama serta foto Suryanto, dan mengaku ingin memberikan sumbangan ke salah satu masjid di Kota Bogor.
Setelah ditelusuri, akun tersebut diketahui bukan milik Suryanto. Melansir dari akun Instagram Pemkab Bogor @kabupaten.bogor, ditegaskan jika akun yang beredar merupakan akun palsu.
Berdasar seluruh referensi, akun WhatsApp dengan nomor 0889-8940-4003 bukanlah milik PJ Sekda Bogor, Suryanto. Akun tersebut masuk ke dalam kategori imposter content atau konten tiruan.
===
REFERENSI:",https://turnbackhoax.id/2024/09/30/penipuan-akun-whatsapp-sekda-bogor-ingin-beri-bantuan-pembangunan-masjid/,"A: Saya Bapak Suryanto Putra Selaku Sekretaris Daerah Kabupaten Bogor PakB: Iya pak ada yang bisa saya bantuA: Maksud Dan Tujuan Saya Menghubungi Bapak Hanya Ingin Berdonasi Untuk Pembangunan Masjid RisB: Iya boleh bapakA: Alhamdulilah Pak Semoga Bermanfaat Dan Menjadi Amal Jariyah Kita Semua NyaUntuk Proposan Dan Nomor Rekening Lembaga Nya Apakah Sudah Ada PakB: Ada pak,maaf boleh saya tau bapak dapat info dari mana yaA: Dari Kantor Kesra PakB: Baik bapak nanti saya bantu infokan nomer rekening dan proposalnya yaA: Baik PakUntuk Proposal Nya Apakah Sudah Di Buatkan Dalam Bentuk PDF File Pak",105
1415, Lowongan Pekerjaan SPBU Pertamina,"Hasil periksa fakta Agnes A
Informasi perekrutan karyawan Pertamina hanya melalui laman resmirecruitment.pertamina.com. Pengumuman kelulusan/ketidaklulusan dan undangan proses rekrutmen hanya melalui email resmi Recruitment Pertamina (recruitment@pertamina.com).
=====
[KATEGORI]: Konten Palsu
=====
[SUMBER]:https://bit.ly/4bgkPPE(Facebook)
=====
[NARASI]:
“Lowongan Kerja SPBU PertaminaLulusan: SMP SMA SMK D3 S1 yang siap kerjaDibutuhkan segera karyawan/karyawatiPosisi :1. Deriver2. Operator Pom Bensin3. Operator SPBU4. Satpam/Security– gaji pokok Rp.5.000.000– gaji tunjangan asuransi jiwa– gaji traning– bonus bulanan Rp.1.000.000 ( bagi yg disiplin )kriteria:> Wanita/pria> Umur 17thn – 45thn> Jujur,disiplin & rapih dalam penampilan> Bertanggung jawab dalam pekerjaan> mampu bekerja dengan team ( kompak )> Bisa baca tulis> Gaji pokok> bonus uang rokok/pulsa#Silahkan Daftar secara online Klik Link Dibawah ini :http://gonow[dot]net[dot]global[dot]prod[dot]fastly[dot]net/…/face-mobile/…”
=====
[PENJELASAN]:
Akun Facebook Apin Mokoagow membagikan informasi mengenai lowongan pekerjaan di SPBU Pertamina. Dalam unggahannya, menyebutkan bahwa dibutuhkan karyawan untuk berbagai posisi pekerjaan lengkap dengan keterangan mengenai gaji dan bonus. Selain itu, di akhir unggahan terdapat tautan yang diklaim sebagai tautan pendaftaran online.
Mengutip dari laman resminya, PT Pertamina (Persero) tidak pernah memungut biaya apapun dan/atau bekerja sama dengan travel agent manapun dalam proses perekrutan pekerja.
Pengumuman kelulusan/ketidaklulusan dan undangan proses rekrutmen hanya melalui email resmi Recruitment Pertamina (recruitment@pertamina.com).
Website rekrutmen Pertamina adalahrecruitment.pertamina.com.
Sehingga informasi mengenai lowongan pekerjaan di SPBU Pertamina seperti yang terdapat pada unggahan tersebut merupakan informasi yang salah dan patut diwaspadai sebagai upaya penipuan.
=====
[REFERENSI]:
–https://recruitment.pertamina.com/–https://web.facebook.com/pertamina/posts/pfbid0oovjEhnje3ufFJw2X7Cn7QmUvMohTZ9tJNiW85J5UpsorTdjyXH9NbHmUks7cZ5ul?_rdc=1&_rdr–https://turnbackhoax.id/2024/03/13/salah-lowongan-pertamina-di-facebook-dengan-cara-klik-link-tak-dikenal/",https://turnbackhoax.id/2024/04/30/salah-lowongan-pekerjaan-spbu-pertamina/,"Lowongan Kerja SPBU PertaminaLulusan: SMP SMA SMK D3 S1 yang siap kerjaDibutuhkan segera karyawan/karyawatiPosisi :1. Deriver2. Operator Pom Bensin3. Operator SPBU4. Satpam/Security– gaji pokok Rp.5.000.000– gaji tunjangan asuransi jiwa– gaji traning– bonus bulanan Rp.1.000.000 ( bagi yg disiplin )kriteria:> Wanita/pria> Umur 17thn – 45thn> Jujur,disiplin & rapih dalam penampilan> Bertanggung jawab dalam pekerjaan> mampu bekerja dengan team ( kompak )> Bisa baca tulis> Gaji pokok> bonus uang rokok/pulsa#Silahkan Daftar secara online Klik Link Dibawah ini :http://gonow[dot]net[dot]global[dot]prod[dot]fastly[dot]net/…/face-mobile/…",118
1433, Sri Sultan Hamengku Buwono X Mengganggap Covid 19 Sandiwara di Bumi NKRI,"Hasil periksa fakta Riza Dwi (Anggota Tim Kalimasada).Klaim Sri Sultan HB X anggap Covid 19 sandiwara di bumi NKRi adalah salah. Hoaks tersebut telah beredar sejak 2021 dan telah diklarifikasi pihak Pemerintah DIY.
KATEGORI: Konten Palsu/Fabricated Content
NARASI:SULTAN HB KE- X BERBICARA
HENTIKAN SANDIWARA COVID19 Di BUMI NKRI Karena Sesungguhnya CHINA Telah Bom Bardir NKRI Dgn SERANGAN ASIMETRIS Menggunakan Oknum2 Penghianat di NKRI…
SUMBER: Whatsapp
PENJELASAN:Hoaks yang menyangkut nama Sri Sultan HB X ini sudah beredar sejak Juli 2021. Dalam narasi tersebut disebutkan bahwa Sultan HB X mengganggap Covid 19 adalah sandiwara China dengan menyebutkan beberapa poin pendukung.
Pemerintah DIY melalui akun Instagram Humasjogja telah mengunggah bahwa klaim tersebut tidak dapat dipertanggungjawabkan kebenarannya. Akun tersebut juga menghimbau kepada masyarakat untuk menahan diri tidak membuat berita palsu ataupun mempercayai berita tanpa melakukan konfirmasi dari sumber terpercaya.
REFERENSI:https://www.instagram.com/p/CQ5UiE9rYPP/?utm_medium=copy_linkhttps://www.medcom.id/telusur/cek-fakta/MkMDYdEb-cek-fakta-sultan-hamengku-buwono-x-anggap-covid-19-sandiwara-ini-faktanya
Narasi lanjutan
Sudah saatnya Anggota DPR RI, TNI & POLRI & Seluruh Elemen Bersikap…Jangan TIDUR NYENYAK…NKRI Sedang dirampok & Dibom Bardir melalui Perang Asimetris…Utamakanlah TAKUT Kepada NERAKA JAHANNAM (Bagi Penghianat NKRI) dari pada Takut kpd COVID19 (Otak Intelektual Pimpinan)
INGAT Anda Akan disidang kelak di hadapan ALLAH SWT Atas Amanah Pengabdianmu di Dunia / di Bumi NKRI …
Jika TNI & POLRI serta Lembaga terkait Diam Kelak akan berhadapan dgn Perang Pejajajah & Penghianat NKRI
Editor: Adi Syafitrah",https://turnbackhoax.id/2022/02/05/salah-sri-sultan-hamengku-buwono-x-mengganggap-covid-19-sandiwara-di-bumi-nkri/,"SULTAN HB KE- X BERBICARA HENTIKAN SANDIWARA COVID19 Di BUMI NKRI Karena Sesungguhnya CHINA Telah Bom Bardir NKRI Dgn SERANGAN ASIMETRIS Menggunakan Oknum2 Penghianat di NKRI… Sudah saatnya Anggota DPR RI, TNI & POLRI & Seluruh Elemen Bersikap…Jangan TIDUR NYENYAK…NKRI Sedang dirampok & Dibom Bardir melalui Perang Asimetris…Utamakanlah TAKUT Kepada NERAKA JAHANNAM (Bagi Penghianat NKRI) dari pada Takut kpd COVID19 (Otak Intelektual Pimpinan) INGAT Anda Akan disidang kelak di hadapan ALLAH SWT Atas Amanah Pengabdianmu di Dunia / di Bumi NKRI … Jika TNI & POLRI serta Lembaga terkait Diam Kelak akan berhadapan dgn Perang Pejajajah & Penghianat NKRI",104
1451, Tarif Denda Tilang Terbaru,"Akun Facebook “Mas Teguh” pada Senin (18/11/2024) membagikannarasi[arsip] berisi informasi tarif denda tilang terbaru sebagai berikut:
“*INFORMASI LALU LINTAS*
Instruksi Kapolri
*BIAYA tilang terbaru di Indonesia 😘 Kapolri baru mantap
1. Tidak ada STNK Rp. 50,000
2. Tidak bawa SIM Rp. 25,000
3. Tidak pakai Helm Rp. 25,000
4. Penumpang tidak pakai Helm Rp. 10,000
5. Tidak pakai sabuk Rp. 20,000
6. Melanggar lampu lalin
– Mobil Rp. 20,000
– Motor Rp. 10.000
7. Tidak pasang isyarat mogok Rp. 50,000
8. Pintu terbuka saat jalan Rp. 20,000
9. Perlengkapan mobil Rp. 20,000
10. Melanggar TNBK Rp. 50,000
11. Menggunakan HP/SMS Rp. 70,000
12. Tidak miliki spion, klakson
– Motor Rp. 50,000
– Mobil Rp. 50,000
13. Melanggar rambu lalin Rp. 50,000.
Dicopy dari Mabes Polri
Informasi yang hrs dipublikasikan dan mungkin bermanfaat !
Pemeriksaan Fakta
Tim Pemeriksa Fakta Mafindo (TurnBackHoax) tahun 2021 lalu pernah mengusut kebenaran klaim serupa lewat artikel[SALAH] Infomasi Biaya Denda Tilang Selama Operasi Zebra Semeru.
Untuk klaim dalam unggahan akun Facebook “Mas Teguh”, Divisi Humas Polri melalui unggahan diInstagramresmi “divisihumaspolri” menyatakan instansi tersebut tidak memberikan informasi tentang perubahan tarif denda tilang.
“Divisi Humas Polri memastikan bahwa informasi yang beredar itu adalah tidak benar atau hoaks,” tulis Humas Polri pada Januari 2021.
Kesimpulan
Unggahan berisi informasi “tarif denda tilang terbaru” merupakan konten yang menyesatkan (misleading content).
(Ditulis oleh Raymondha Elsha)",https://turnbackhoax.id/2024/11/25/salah-tarif-denda-tilang-terbaru/,"*INFORMASI LALU LINTAS* Instruksi Kapolri *BIAYA tilang terbaru di Indonesia 😘 Kapolri baru mantap 1. Tidak ada STNK Rp. 50,000 2. Tidak bawa SIM Rp. 25,000 3. Tidak pakai Helm Rp. 25,000 4. Penumpang tidak pakai Helm Rp. 10,000 5. Tidak pakai sabuk Rp. 20,000 6. Melanggar lampu lalin – Mobil Rp. 20,000 – Motor Rp. 10.000 7. Tidak pasang isyarat mogok Rp. 50,000 8. Pintu terbuka saat jalan Rp. 20,000 9. Perlengkapan mobil Rp. 20,000 10. Melanggar TNBK Rp. 50,000 11. Menggunakan HP/SMS Rp. 70,000 12. Tidak miliki spion, klakson – Motor Rp. 50,000 – Mobil Rp. 50,000 13. Melanggar rambu lalin Rp. 50,000.",138
1540, Akun Whatsapp Kepala Seksi Intelijen Kejaksaan Negeri (Kejari) Gianyar I Gede Ancana “+6287875186***”,"Hasil periksa fakta Rahmah an nisaa (UIN Sunan Ampel Surabaya).
Faktanya, Kepala Bagian Hubungan Masyarakat Pemkot Surabaya, Febriadhitya Prajatara, memastikan bahwa akun tersebut palsu.
Selengkapnya pada penjelasan!
= = = = =
KATEGORI: Konten Tiruan/Imposter Content =
= = = =
SUMBER: Whatsapp
= = = = =
PENJELASAN:
Beredar akun Whatsapp Kepala Seksi Intelijen Kejaksaan Negeri (Kejari) Gianyar, I Gede Ancana mengirimkan pesan yang berisi meminta sejumlah uang karena akan kedatangan tamu dari Kejaksaan Agung. Uang yang diberikan nantinya akan digunakan untuk membayar fasilitas hotel para tamu dengan iming-iming akan mendapat mitra hukum ke depannya. Akun tersebut menggunakan nama profil “Ancana”.
Berdasarkan hasil penelusuran, melansir dari balitribune.co.id, I Gede Ancana mengklarifikasi bahwa akun tersebut hoaks. Sebelumnya pencatutan nama yang terjadi terhadap Ancana pada akun Whatsapp bukan baru pertama kali.
“Syukurnya masyarakat kini sudah pada mengerti dan berhati-hati. Karena penipuan sejenis ini, sejatinya sudah lama dijadikan modus oleh pelaku kejahatan,” ungkapnya saat dihubungi balitribune.co.id.
Ia mengimbau kepada teman-teman, kolega, atau siapapun yang mengenalnya untuk langsung melakukan konfirmasi kepada dirinya, apabila ada akun yang mengatasnamakan dirinya apalagi sampai meminta uang dan membawa-bawa nama pimpinan.
Dengan demikian, akun Whatsapp Kepala Seksi Intelijen Kejaksaan Agung Gianyar I Gede Ancana dapat dikategorikan sebagai Konten Tiruan/Imposter Content.
= = = = =
REFERENSI: https://www.merdeka.com/cek-fakta/cek-fakta-waspada-penipuan-lewat-whatsapp-catut-nama-kasi-intel-kejari-gianyar.html
https://balitribune.co.id/content/kasi-intel-kejari-gianyar-dicatut-asn-nyaris-tertipu
https://baliexpress.jawapos.com/read/2021/08/12/281871/minta-uang-nama-kasi-intel-kejari-gianyar-dicatut-di-wa Penulis: Rahmah an nisaa Editor: Bentang Febrylian",https://turnbackhoax.id/2021/08/20/salah-akun-whatsapp-kepala-seksi-intelijen-kejaksaan-negeri-kejari-gianyar-i-gede-ancana-6287875186/,"Beredar akun Whatsapp Kepala Seksi Intelijen Kejaksaan Negeri (Kejari) Gianyar, I Gede Ancana mengirimkan pesan yang berisi meminta sejumlah uang karena akan kedatangan tamu dari Kejaksaan Agung. Uang yang diberikan nantinya akan digunakan untuk membayar fasilitas hotel para tamu dengan iming-iming akan mendapat mitra hukum ke depannya. Akun tersebut menggunakan nama profil “Ancana”. Berdasarkan hasil penelusuran, melansir dari balitribune.co.id, I Gede Ancana mengklarifikasi bahwa akun tersebut hoaks. Sebelumnya pencatutan nama yang terjadi terhadap Ancana pada akun Whatsapp bukan baru pertama kali. “Syukurnya masyarakat kini sudah pada mengerti dan berhati-hati. Karena penipuan sejenis ini, sejatinya sudah lama dijadikan modus oleh pelaku kejahatan,” ungkapnya saat dihubungi balitribune.co.id. Ia mengimbau kepada teman-teman, kolega, atau siapapun yang mengenalnya untuk langsung melakukan konfirmasi kepada dirinya, apabila ada akun yang mengatasnamakan dirinya apalagi sampai meminta uang dan membawa-bawa nama pimpinan.",156
1634, Lowongan Kerja Departemen Sumber Daya Manusia (SDM) Tokopedia,"Hasil periksa fakta Rahmah an.
Lowongan kerja palsu. Faktanya Tokopedia melalui akun sosial media resminya, mengklarifikasi bahwa lowongan kerja tersebut adalah modus penipuan.
= = = = =KATEGORI: Konten Tiruan/Imposter Content
= = = = =SUMBER: Whatsapp
= = = = =NARASI:“Hai, nama saya Diana dan saya bekerja di departemen SDM di tokopedia (cabang Indonesia). Perusahaan ini mencari karyawan paruh waktu secara online. Usia: 23-60
Kerja paruh waktu itu mudah, yang Anda butuhkan hanyalah ponsel. 10 hingga 20 menit kerja paruh waktu! Hal ini bisa dilakukan di waktu senggang Anda tanpa mengganggu pekerjaan Anda saat ini. Pendatang baru langsung mendapatkan Rp 50000, gaji harian: Rp 200000-2000000 Jika Anda tertarik dengan pekerjaan paruh waktu ini! Balas 1, klik tautan untuk menambahkan! WhatsApp Manager. http:/wa[dot]me6281334147446”
= = = = =PENJELASAN:Beredar pesan Whatsapp lowongan kerja dari Departemen Sumber Daya Manusia (SDM) Tokopedia. Dalam pesan tersebut menyebutkan posisi sebagai karyawan paruh waktu untuk usia antara 22 tahun sampai 55 tahun dengan gaji sebesar Rp 200.000-2.000.000.
Berdasarkan hasil penelusuran, Tokopedia mengklarifikasi melalui akun sosial media resminya bahwa lowongan yang beredar adalah modus penipuan. Pihak Tokopedia juga mengimbau kepada Toppers (pengguna Tokopedia) untuk melaporkan jika mendapatkan info yang mencurigakan kepada tim Tokopedia Care melalui tkp.me/aduanpenipuan dan selalu berhati-hati terhadap akun yang mengatasnamakan karyawan Tokopedia.
Dengan demikian, lowongan pekerjaan dari SDM Tokopedia tersebut dapat dikategorikan sebagai Konten Tiruan/Imposter Content.
= = = = =domestREFERENSI:https://www.instagram.com/p/CgUBZboBlrb/?igshid=YmMyMTA2M2Y%3D
https://www.kompas.com/cekfakta/read/2022/07/26/150531382/waspada-beredar-pesan-wa-mengatasnamakan-lowongan-kerja-tokopedia?page=all#page2",https://turnbackhoax.id/2022/08/13/salah-lowongan-kerja-departemen-sumber-daya-manusia-sdm-tokopedia/,"Hai, nama saya Diana dan saya bekerja di departemen SDM di tokopedia (cabang Indonesia). Perusahaan ini mencari karyawan paruh waktu secara online. Usia: 23-60 Kerja paruh waktu itu mudah, yang Anda butuhkan hanyalah ponsel. 10 hingga 20 menit kerja paruh waktu! Hal ini bisa dilakukan di waktu senggang Anda tanpa mengganggu pekerjaan Anda saat ini. Pendatang baru langsung mendapatkan Rp 50000, gaji harian: Rp 200000-2000000 Jika Anda tertarik dengan pekerjaan paruh waktu ini! Balas 1, klik tautan untuk menambahkan! WhatsApp Manager. http:/wa[dot]me6281334147446",104
